price,price_per_meter,floor,rooms,repair_type,total_area,distance_to_center,district,house_build_year,house_type,balcony_number,bathroom_many,separate_bathroom,first_floor,geo_lat,geo_lon
4989000,99780,12,2,2,50,4797,Плеханова,2023,4,0,0,1,0,57.135483,65.467583
4980000,171134,7,0,7,29.1,2721,Заречный,2021,5,1,0,0,0,57.168755,65.541496
4980000,118571,3,1,2,42,5237,Дударева,2023,6,1,0,0,0,57.120006,65.471167
4980000,87368,5,3,7,57,3217,КПД,1966,3,1,0,0,0,57.132562,65.593572
4980000,177857,3,0,8,28,2479,Центр: Дом печати,2022,5,0,0,1,0,57.160455,65.573470
4970000,113212,10,2,4,43.9,5463,МЖК,2013,7,1,0,1,0,57.09951617,65.58150732
4970000,92897,10,2,6,53.5,4469,2 Микрорайон,1986,7,1,0,1,0,57.114685,65.5947
4970000,134324,11,1,6,37,4978,Ново-Патрушево,2019,3,1,0,0,0,57.101222,65.566372
4960000,103333,8,1,5,48,6114,МЖК,2016,7,1,0,0,0,57.097311,65.596994
4950000,121921,15,1,8,40.6,5751,Патрушева,2021,7,1,0,1,0,57.095658,65.513711
4950000,121027,7,1,5,40.9,6063,Ново-Патрушево,2021,3,1,0,1,0,57.092649,65.5762018
4950000,120438,13,0,1,41.1,3588,5-й Заречный мкр.,2023,7,1,0,1,0,57.167526,65.586376
4950000,115385,1,1,6,42.9,5727,МЖК,2013,3,1,0,1,1,57.1022003,65.5991308
4950000,115116,5,2,7,43,3284,Маяк,1967,7,1,0,0,0,57.14939613,65.49162189
4950000,115116,1,1,7,43,4292,Тюменский-3,2010,3,0,0,1,1,57.1069812,65.56204981
4950000,111486,4,2,6,44.4,521,Центр: Городская администрация,1971,7,1,0,1,0,57.14776,65.5391
4950000,99798,5,2,7,49.6,7297,Лесобаза,1985,3,1,0,1,0,57.158799,65.662715
4950000,99000,5,2,4,50,2812,6 Микрорайон,1989,3,0,0,1,0,57.119801,65.555564
4950000,96491,9,2,5,51.3,1681,Южный 2,2000,3,1,0,1,0,57.129646,65.539246
4950000,85198,2,3,5,58.1,8067,Московский,1974,7,0,0,1,0,57.10957207,65.4283085
4950000,81954,5,3,7,60.4,7266,Мыс,1987,3,1,0,0,0,57.17134654,65.65445052
4950000,74661,8,3,5,66.3,3291,4 Микрорайон,1985,3,1,0,1,0,57.12024,65.57638
4950000,157643,8,1,6,31.4,5014,Дом Обороны,2022,5,0,0,0,0,57.172425,65.480240
4950000,153251,14,1,2,32.3,4248,Воровского,2022,4,0,0,0,0,57.121764,65.601570
4950000,145588,3,1,6,34,1400,Центр: Исторический,1961,7,0,0,1,0,57.15605536,65.53641189
4950000,138655,15,1,7,35.7,4880,Тюменская слобода,2021,5,1,0,0,0,57.114425,65.486331
4950000,130952,13,1,8,37.8,4667,Плеханова,2022,6,0,0,1,0,57.136416,65.469416
4950000,126923,5,1,6,39,3805,3-й Заречный мкр.,2010,7,1,0,0,0,57.17620637,65.56808649
4950000,126923,2,1,7,39,3995,Тюменская слобода,2016,4,1,0,0,0,57.117377,65.501701
4950000,124685,8,2,6,39.7,7358,Лесобаза,2012,7,1,0,0,0,57.15903796,65.66364028
4950000,123750,4,1,7,40,7089,Восточный-2,2012,7,1,0,1,0,57.09672957,65.622641
4940000,116785,9,1,7,42.3,4349,Тюменская слобода,2014,4,1,1,1,0,57.12123243,65.48729201
4938000,112227,13,1,6,44,5920,МЖК,2014,7,1,0,0,0,57.101882,65.603750
4937500,149621,9,0,6,33,3047,Южный 2,2015,7,1,0,0,0,57.11775307,65.533663
4930000,72500,5,3,7,68,2915,Дом Обороны,1994,3,1,0,1,0,57.160625,65.50731
4930000,151227,2,1,8,32.6,2871,КПД,1988,3,1,0,1,0,57.13784702,65.59096658
4920000,111818,6,1,6,44,5549,МЖК,2011,3,0,0,1,0,57.103794,65.598198
4900000,132432,12,1,8,37,6624,Тарманы,2018,7,1,0,0,0,57.18590948,65.62352152
4900000,175000,3,0,7,28,2584,Заречный,2020,5,0,0,0,0,57.167489,65.540834
4900000,158065,6,0,1,31,4142,Воровского,2023,7,0,0,0,0,57.121947,65.599633
4900000,148485,4,1,8,33,5237,Дударева,2023,6,0,0,0,0,57.120006,65.471167
4900000,147590,3,0,5,33.2,7452,Звездный городок,2016,4,1,0,1,0,57.175899,65.653759
4900000,144118,8,0,7,34,4264,Дом Обороны,2016,7,1,0,1,0,57.16868703,65.49063374
4900000,143275,5,1,4,34.2,2244,Центр: Дом печати,2004,7,0,0,1,0,57.155821,65.575641
4900000,142442,17,1,7,34.4,3891,Тюменская слобода,2017,4,0,0,0,0,57.12489209,65.49179257
4900000,140805,13,1,2,34.8,3522,5-й Заречный мкр.,2023,7,1,0,0,0,57.167638,65.584580
4900000,137640,13,1,5,35.6,5552,МЖК,2014,4,1,0,0,0,57.09952105,65.58501973
4900000,136111,6,1,4,36,7153,Мыс,2008,3,1,0,1,0,57.17707483,65.64686874
4900000,135734,2,1,7,36.1,7473,Ново-Гилёвский,2021,5,0,0,1,0,57.139444,65.668195
4900000,133515,18,1,6,36.7,4804,Дом Обороны,2021,5,0,0,1,0,57.172317,65.484577
4900000,132432,6,1,5,37,3124,КПД,2016,5,1,0,0,0,57.140903,65.596296
4900000,129973,15,1,5,37.7,3118,Европейский мкр.,2013,4,1,0,0,0,57.171591,65.557388
4900000,129288,5,1,5,37.9,5901,Ново-Патрушево,2021,3,1,0,0,0,57.094245,65.576549
4900000,124365,13,1,8,39.4,4979,Ново-Патрушево,2019,3,1,0,0,0,57.1004763,65.5604243
4900000,122500,18,1,7,40,6811,Войновка,2015,4,0,0,1,0,57.10126157,65.624806
4900000,122500,6,1,5,40,3286,КПД,2004,3,1,0,1,0,57.13591286,65.59707512
4900000,122500,6,1,2,40,5236,ДОК,2022,5,1,0,0,0,57.184031,65.498521
4900000,122500,3,1,2,40,7787,Звездный городок,2022,5,0,0,0,0,57.175967,65.659921
4900000,121287,5,1,3,40.4,5237,Дударева,2023,6,0,0,1,0,57.120006,65.471167
4900000,119512,2,1,4,41,4046,Тюменский-1,2007,3,1,0,1,0,57.11073025,65.57020651
4900000,118932,6,1,7,41.2,5110,Югра,2009,7,1,0,0,0,57.18837753,65.56921836
4900000,118644,2,0,7,41.3,2159,Центр: Дом печати,2016,7,1,0,0,0,57.158003,65.570521
4900000,115839,7,1,6,42.3,3618,3-й Заречный мкр.,2016,7,1,0,1,0,57.174664,65.566864
4900000,113953,6,1,6,43,3629,3 Микрорайон,2000,7,1,0,0,0,57.117460,65.578812
4900000,112903,3,1,6,43.4,4807,Дударева,2017,3,1,0,0,0,57.118506,65.481579
4900000,112644,12,1,7,43.5,4642,Дударева,2017,3,1,0,0,0,57.120045,65.482890
4900000,111617,10,1,6,43.9,4745,Тюменская слобода,2021,4,1,0,0,0,57.115598,65.487358
4900000,111364,12,2,2,44,6376,Патрушева,2023,5,0,0,1,0,57.090470,65.509777
4900000,111364,9,1,4,44,1795,Червишевский тракт,2015,7,1,0,1,0,57.13320683,65.52375463
4900000,108647,1,1,5,45.1,3895,Тюменский-3,2008,3,1,0,1,1,57.11111638,65.56485255
4900000,104701,5,2,6,46.8,5365,Восточный,1984,3,1,0,1,0,57.108448,65.604064
4900000,104255,7,2,1,47,4542,Плеханова,2023,7,1,0,1,0,57.137207,65.471257
4900000,99190,4,2,5,49.4,2242,Южный 2,1988,7,1,1,1,0,57.12452557,65.5509735
4900000,96078,5,3,6,51,2011,Центр: Дом печати,1972,7,1,1,1,0,57.15512783,65.57182348
4900000,92453,10,2,2,53,4797,Плеханова,2023,4,0,0,1,0,57.135483,65.467583
4900000,85965,2,3,5,57,2460,Центр: Дом печати,1965,7,1,0,1,0,57.15527428,65.58048324
4900000,85664,5,3,5,57.2,3375,КПД,1969,3,0,0,0,0,57.13138957,65.5954315
4900000,83051,1,3,7,59,7674,Матмаcы,1976,7,0,0,0,1,57.189626,65.640805
4900000,77165,11,2,2,63.5,5828,СМП,2021,4,1,1,1,0,57.190060,65.592179
4900000,75385,2,3,5,65,5261,Ватутино,1976,3,0,0,1,0,57.18431442,65.59160438
4899000,148455,3,1,1,33,2746,Заречный,2021,6,0,0,0,0,57.167580,65.560556
4899000,74340,2,3,5,65.9,7008,Лесобаза,1986,3,0,0,0,0,57.158356,65.658005
4895000,108778,12,1,2,45,3203,Московский тракт,2023,7,1,0,0,0,57.130168,65.499123
4890000,140922,8,1,2,34.7,2973,Московский тракт,2021,5,1,0,0,0,57.133388,65.500372
4890000,140517,7,0,7,34.8,6975,Мыс,2013,4,1,0,1,0,57.17918734,65.64094884
4890000,121945,9,1,5,40.1,6473,Восточный-2,2008,3,1,0,1,0,57.099590,65.613155
4890000,117831,16,1,5,41.5,4695,5-й Заречный мкр.,2016,4,1,0,1,0,57.174528,65.599375
4890000,116429,11,1,6,42,4686,Плеханова,2015,3,0,0,1,0,57.134526,65.469865
4890000,111136,4,2,4,44,3336,КПД,1972,7,1,0,1,0,57.13054456,65.59394
4890000,106304,9,2,5,46,7974,ММС - Мелиораторов,2011,7,0,0,1,0,57.20815987,65.60510606
4890000,105844,5,1,5,46.2,5354,МЖК,2006,7,0,0,1,0,57.102215,65.587481
4890000,103822,6,1,8,47.1,2896,Московский тракт,1993,7,1,0,0,0,57.132855,65.50224
4890000,97800,15,1,2,50,5148,Дударева,2022,4,1,0,1,0,57.122263,65.470458
4890000,97800,2,2,5,50,2956,4 Микрорайон,1985,3,1,0,1,0,57.12178946,65.57067363
4890000,94038,4,2,5,52,3052,4 Микрорайон,1986,3,1,0,1,0,57.12158424,65.57302722
4890000,94038,13,2,6,52,3919,Тюменская слобода,2014,7,1,0,1,0,57.122684,65.494173
4890000,165203,8,0,8,29.6,2721,Заречный,2021,5,1,0,0,0,57.168755,65.541496
4890000,141329,5,1,4,34.6,5407,Тюменская слобода,2023,5,1,0,1,0,57.112470,65.477851
4887000,139629,5,1,4,35,4538,Тюменская слобода,2021,4,1,0,0,0,57.117625,65.488613
4887000,116663,12,1,8,41.89,5842,Патрушева,2022,3,1,0,0,0,57.095057,65.512364
4880000,101245,1,2,5,48.2,2099,Студгородок,1974,7,0,0,1,1,57.14960608,65.5784261
4880000,121092,12,1,7,40.3,4847,Тюменский-2,2012,4,0,0,1,0,57.103652,65.573207
4880000,120792,11,1,2,40.4,3752,Тюменская слобода,2021,5,1,0,0,0,57.119557,65.503239
4880000,116190,13,1,6,42,5549,МЖК,2011,3,1,0,1,0,57.103794,65.598198
4880000,103830,2,2,5,47,1835,Центр: Дом печати,1986,7,1,0,1,0,57.157734,65.56292
4870000,125840,2,1,8,38.7,5751,Патрушева,2021,7,1,0,0,0,57.095658,65.513711
4860000,72973,10,3,4,66.6,4977,1 Микрорайон,1986,7,1,0,1,0,57.11030007,65.598207
4850000,80833,5,3,3,60,2601,КПД,1967,7,1,0,0,0,57.13208821,65.58159715
4850000,89815,9,2,5,54,2818,6 Микрорайон,1988,3,1,0,1,0,57.1203901,65.5597635
4850000,73485,2,3,5,66,7297,Лесобаза,1985,3,1,0,1,0,57.15879857,65.662715
4850000,146970,3,0,8,33,8212,Лесобаза,2022,5,0,0,1,0,57.162299,65.676720
4850000,142647,14,1,7,34,5053,Дударева,2022,4,0,0,0,0,57.123930,65.470628
4850000,140580,8,1,2,34.5,3588,5-й Заречный мкр.,2023,7,1,0,1,0,57.167526,65.586376
4850000,139368,11,1,2,34.8,3522,5-й Заречный мкр.,2023,7,1,0,0,0,57.167638,65.584580
4850000,136620,3,1,4,35.5,7984,Войновка,2016,7,0,0,1,0,57.094367,65.639503
4850000,131081,8,1,4,37,7253,Рощино,2022,4,1,0,0,0,57.161313,65.429369
4850000,120887,2,1,2,40.12,4628,ДОК,2020,4,1,0,0,0,57.18349959,65.5191825
4850000,119753,7,1,7,40.5,2260,Червишевский тракт,2015,3,1,0,0,0,57.127223,65.525237
4850000,119753,3,1,7,40.5,7462,Ново-Гилёвский,2021,5,0,0,0,0,57.140338,65.668132
4850000,118293,6,1,2,41,4299,Плеханова,2023,4,0,0,0,0,57.139058,65.474778
4850000,118293,1,1,7,41,4746,Ново-Патрушево,2020,3,0,0,0,1,57.102538,65.559768
4850000,111494,14,1,6,43.5,3919,Тюменская слобода,2014,4,1,0,1,0,57.12268407,65.494173
4850000,111239,2,2,3,43.6,1979,Червишевский тракт,1984,7,0,0,1,0,57.1291816,65.52822824
4850000,108501,2,2,6,44.7,4977,МЖК,2013,4,1,0,1,0,57.10306,65.57633
4850000,107778,2,1,7,45,5154,Ново-Патрушево,2018,3,0,0,1,0,57.099185,65.563268
4850000,105435,2,2,8,46,1016,Центр: Драмтеатр,1965,7,0,0,1,0,57.141388,65.56094
4850000,100832,6,1,6,48.1,5454,Ватутино,2008,7,1,0,0,0,57.18617,65.59216
4850000,96421,15,1,2,50.3,5148,Дударева,2022,4,1,0,0,0,57.122263,65.470458
4850000,92734,9,1,7,52.3,6609,Казачьи Луга,2008,7,1,0,0,0,57.15074857,65.65366
4850000,91509,6,2,2,53,4797,Плеханова,2023,4,1,1,1,0,57.135483,65.467583
4850000,91165,5,2,2,53.2,4797,Плеханова,2023,4,0,0,1,0,57.135483,65.467583
4840000,89299,4,2,4,54.2,7599,ММС - Мелиораторов,1979,7,0,0,1,0,57.20388,65.606669
4840000,80667,9,2,7,60,5046,1 Микрорайон,1991,3,1,0,1,0,57.109508,65.598261
4800000,85714,1,3,7,56,3206,КПД,1971,3,0,0,0,1,57.12513638,65.58444481
4800000,167247,8,0,7,28.7,2488,Центр: Дом печати,2022,5,1,0,0,0,57.160073,65.574384
4800000,165517,18,0,6,29,8043,Звездный городок,2018,4,1,0,0,0,57.181914,65.658682
4800000,148607,7,1,7,32.3,4248,Воровского,2022,4,0,0,0,0,57.121764,65.601570
4800000,142433,6,1,7,33.7,5770,СМП,2021,4,1,0,0,0,57.190085,65.590086
4800000,132597,7,1,2,36.2,5018,ДОК,2023,5,1,0,0,0,57.182222,65.500021
4800000,130081,13,1,2,36.9,4299,Плеханова,2023,4,0,0,0,0,57.139058,65.474778
4800000,129730,3,1,6,37,3591,Московский тракт,2019,7,0,0,1,0,57.13438407,65.4887205
4800000,126316,6,1,7,38,7083,Войновка,2013,7,1,0,0,0,57.09893435,65.62685427
4800000,126316,2,1,2,38,7326,Ново-Гилёвский,2023,5,1,0,0,0,57.132396,65.664062
4800000,123077,7,1,5,39,4093,Тюменская слобода,2015,4,1,0,1,0,57.115896,65.502429
4800000,122449,3,1,7,39.2,4042,Воровского,2019,5,0,0,1,0,57.133013,65.608487
4800000,121519,11,1,4,39.5,5876,Ново-Патрушево,2021,4,0,0,1,0,57.094270,65.575354
4800000,120301,9,1,6,39.9,5265,МЖК,2013,3,1,0,1,0,57.10126157,65.580654
4800000,120000,9,1,6,40,4729,Плеханова,2015,7,1,0,1,0,57.133617,65.469550
4800000,120000,5,1,7,40,2676,Студгородок,2011,7,1,0,0,0,57.154453,65.58525
4800000,118519,1,1,7,40.5,3877,3-й Заречный мкр.,2012,3,1,0,0,1,57.17723095,65.56639765
4800000,117359,12,1,7,40.9,4746,Ново-Патрушево,2020,3,0,0,1,0,57.102538,65.559768
4800000,117359,11,1,7,40.9,4095,Воровского,2020,5,1,0,0,0,57.132681,65.609198
4800000,115663,2,1,4,41.5,8222,Лесобаза,2021,5,1,0,0,0,57.160979,65.677479
4800000,114833,4,2,7,41.8,2233,Студгородок,1968,7,0,0,0,0,57.147292,65.581606
4800000,114286,5,2,7,42,1832,КПД,1972,7,0,0,1,0,57.13252757,65.5660475
4800000,113208,3,1,7,42.4,4183,Тюменская слобода,2014,7,1,1,1,0,57.12284487,65.48853169
4800000,111628,12,1,7,43,4369,Плеханова,2016,3,1,0,1,0,57.13382718,65.47560493
4800000,111628,2,2,7,43,2854,КПД,1971,7,0,0,0,0,57.13050059,65.58470532
4800000,110855,13,1,7,43.3,4724,Дударева,2017,3,1,0,0,0,57.11820768,65.48374366
4800000,110345,6,1,7,43.5,4642,Дударева,2017,3,1,0,0,0,57.120045,65.482890
4800000,109091,12,1,2,44,6333,Патрушева,2023,6,1,0,0,0,57.089433,65.518311
4800000,109091,3,2,7,44,2365,КПД,1966,7,1,0,1,0,57.13989807,65.583277
4800000,107143,4,1,5,44.8,4291,Тюменский-1,2003,3,1,0,1,0,57.11014857,65.5775635
4800000,106904,5,1,6,44.9,6101,Восточный,2002,3,1,0,1,0,57.102000,65.608870
4800000,106904,4,2,7,44.9,1195,Центр: Драмтеатр,1971,3,1,0,0,0,57.14508944,65.56479865
4800000,106667,5,2,5,45,1703,Центр: Дом печати,1986,7,0,0,0,0,57.158024,65.55789
4800000,106667,5,1,4,45,4072,Тюменский-1,2006,3,1,0,1,0,57.11068138,65.57108686
4800000,106667,4,1,7,45,4756,МЖК,2003,3,1,1,1,0,57.106502,65.581301
4800000,106667,4,1,6,45,4887,Ватутино,2003,7,1,0,0,0,57.18059257,65.590769
4800000,104348,11,2,8,46,1853,Южный 2,2006,7,0,0,0,0,57.12783813,65.54209823
4800000,103672,15,1,6,46.3,6835,Войновка,2015,4,2,0,0,0,57.100518,65.623998
4800000,103448,5,1,6,46.4,3654,Тюменский-3,2013,3,1,0,0,0,57.112104,65.555744
4800000,102128,2,1,5,47,2968,6 Микрорайон,2001,7,1,0,1,0,57.11918989,65.56098081
4800000,100000,3,2,6,48,2767,КПД,1969,7,1,0,1,0,57.127235,65.57813
4800000,95238,2,1,2,50.4,4000,Плеханова,2019,4,0,0,0,0,57.143032,65.479066
4800000,94303,7,2,4,50.9,160,Центр: Драмтеатр,1993,3,1,0,1,0,57.14297,65.54495
4800000,94118,3,1,2,51,8090,Лесобаза,2022,4,2,0,0,0,57.162084,65.674743
4800000,94118,2,2,5,51,3549,5 Микрорайон,1986,3,1,0,1,0,57.11575447,65.57079042
4800000,88889,8,2,5,54,3168,КПД,1974,7,1,0,1,0,57.12782835,65.58761586
4800000,88398,5,3,4,54.3,2427,КПД,1969,7,1,0,1,0,57.13019283,65.57549759
4800000,88073,5,2,1,54.5,3927,3 Микрорайон,1976,3,1,0,1,0,57.1164924,65.58473227
4800000,82616,5,3,6,58.1,2796,Московский тракт,1986,7,1,0,1,0,57.13456475,65.50260829
4800000,75000,8,3,4,64,1417,Центр: Драмтеатр,1983,7,2,0,1,0,57.14561194,65.56839191
4800000,73171,1,3,5,65.6,1388,Центр: Исторический,1979,3,1,0,1,1,57.154324,65.55897
4800000,68571,8,3,6,70,4087,2 Микрорайон,1978,7,1,0,1,0,57.114845,65.585101
4799000,81755,2,3,5,58.7,3095,КПД,1970,7,1,0,1,0,57.129288,65.58799
4790000,148297,14,1,4,32.3,4248,Воровского,2022,4,0,0,0,0,57.121764,65.601570
4790000,141716,10,1,7,33.8,5355,Плеханова,2019,5,1,0,1,0,57.147998,65.456883
4790000,129459,8,1,7,37,7247,Рощино,2022,4,1,0,0,0,57.160702,65.429180
4790000,129459,3,1,6,37,6566,Тура,2013,7,1,0,0,0,57.14566565,65.65353424
4790000,127733,3,1,7,37.5,1400,Стрела,2011,7,1,0,0,0,57.14102156,65.52282038
4790000,118859,7,1,6,40.3,4830,5-й Заречный мкр.,2020,5,0,0,1,0,57.176055,65.599653
4790000,114048,6,2,4,42,3011,Южный мкр.,1984,3,1,0,1,0,57.11825,65.53245
4790000,111395,3,2,5,43,1711,КПД,1966,7,1,0,0,0,57.138765,65.571383
4790000,111395,1,1,5,43,5662,Югра,2018,4,0,0,0,1,57.19092833,65.58284581
4790000,110880,17,1,5,43.2,5775,МЖК,2015,4,1,0,1,0,57.10019557,65.594946
4790000,110115,7,1,7,43.5,3722,Тюменский-3,2014,3,1,0,0,0,57.111498,65.555905
4790000,106208,3,2,5,45.1,5323,МЖК,2005,7,1,0,1,0,57.10150601,65.5838609
4790000,105973,4,1,2,45.2,5018,ДОК,2023,5,1,0,0,0,57.182222,65.500021
4790000,104130,8,2,6,46,2910,КПД,1985,3,1,0,1,0,57.13872615,65.59200862
4790000,95418,2,2,3,50.2,2438,КПД,1975,3,1,0,1,0,57.1429701,65.58528024
4790000,93922,1,2,5,51,6330,Казачьи Луга,1993,3,1,0,1,1,57.153859,65.648216
4790000,77634,9,2,2,61.7,7767,ММС - Мелиораторов,2021,5,0,0,1,0,57.208211,65.596946
4790000,76032,4,3,5,63,2960,Студгородок,1977,3,1,0,1,0,57.147144,65.59374
4788000,111349,4,1,7,43,4185,Плеханова,2016,3,1,0,0,0,57.133041,65.479216
4786000,83965,5,3,5,57,2950,КПД,1964,3,1,0,0,0,57.13413,65.590014
4786000,121165,5,1,7,39.5,8212,Лесобаза,2022,5,0,0,1,0,57.162299,65.676720
4786000,111302,1,1,4,43,5273,МЖК,2008,7,1,0,1,1,57.10240556,65.58529821
4785000,82500,1,3,7,58,1826,Центр: Дом печати,1965,7,0,0,0,1,57.15324307,65.570494
4780000,125789,9,1,4,38,4271,Плеханова,2015,7,0,0,1,0,57.135283,65.476575
4780000,129539,9,1,7,36.9,4331,Тюменский-2,2012,3,2,0,0,0,57.107162,65.565733
4770000,78197,9,3,5,61,3070,Южный мкр.,1980,4,2,0,1,0,57.119043,65.525201
4760000,128649,12,1,8,37,4880,Тюменская слобода,2021,5,1,0,0,0,57.114425,65.486331
4750000,169643,4,0,7,28,6067,Ново-Патрушево,2022,4,1,0,0,0,57.092768,65.577052
4750000,154221,14,0,7,30.8,6466,Патрушева,2023,5,0,0,0,0,57.089565,65.510013
4750000,143939,2,1,5,33,1414,Центр: Драмтеатр,1977,7,1,0,0,0,57.146266,65.568203
4750000,140950,12,0,8,33.7,3047,Южный 2,2015,7,1,0,1,0,57.11775307,65.533663
4750000,134943,3,1,7,35.2,3345,Тюменский-3,2018,6,1,0,1,0,57.114381,65.546958
4750000,131944,14,1,5,36,6793,Восточный-2,2015,7,0,0,0,0,57.099377,65.620765
4750000,130137,2,1,2,36.5,5342,ДОК,2021,4,1,0,0,0,57.184934,65.497892
4750000,129781,5,1,7,36.6,3869,Тюменский-3,2011,4,1,0,0,0,57.11115548,65.56366678
4750000,129428,2,1,2,36.7,3405,5-й Заречный мкр.,2022,7,1,0,0,0,57.167972,65.580944
4750000,128378,7,1,6,37,3154,5 Микрорайон,1988,3,1,0,1,0,57.11891624,65.56782598
4750000,125000,8,1,5,38,3499,2-й Заречный мкр.,2008,7,1,0,0,0,57.175235,65.556175
4750000,122108,8,1,5,38.9,7984,Войновка,2016,7,0,0,1,0,57.094367,65.639503
4750000,121795,1,1,6,39,4093,Тюменская слобода,2015,4,1,0,0,1,57.115896,65.502429
4750000,119949,8,1,5,39.6,5583,МЖК,2014,3,0,0,1,0,57.10255711,65.59585341
4750000,114183,8,1,2,41.6,5236,ДОК,2022,5,1,0,1,0,57.184031,65.498521
4750000,110465,7,2,2,43,922,Центр: Драмтеатр,1976,7,1,0,1,0,57.14230594,65.55983097
4750000,87963,10,2,5,54,3509,Дом Обороны,1998,3,1,0,1,0,57.15981896,65.49454141
4750000,80920,4,3,5,58.7,1923,Центр: Драмтеатр,1976,7,1,0,1,0,57.147428,65.576378
4750000,76861,8,3,6,61.8,3208,Южный мкр.,1990,7,1,0,1,0,57.11646,65.53223
4750000,59449,2,3,6,79.9,6362,Мыс,1955,3,0,0,0,0,57.170822,65.638306
4750000,169643,7,0,8,28,4299,Плеханова,2023,4,0,0,0,0,57.139058,65.474778
4740000,114217,12,1,7,41.5,5842,Патрушева,2022,3,1,0,1,0,57.095057,65.512364
4736500,131205,6,1,7,36.1,7723,Звездный городок,2017,4,1,0,0,0,57.179324,65.655367
4736000,131191,5,1,5,36.1,3197,Южный 2,2017,7,1,0,0,0,57.11585221,65.53958294
4732000,73938,9,2,1,64,5885,СМП,2021,4,1,1,1,0,57.190304,65.593284
4700000,110588,15,1,5,42.5,3193,Тюменский-3,2014,7,0,0,1,0,57.11633602,65.55591431
4700000,140299,6,1,2,33.5,6237,Патрушева,2022,6,0,0,0,0,57.090368,65.518011
4700000,138235,2,1,7,34,5851,Мыс,2023,5,1,0,1,0,57.165505,65.633628
4700000,134286,4,1,4,35,4012,Плеханова,2021,5,0,0,1,0,57.143796,65.478840
4700000,130556,5,1,2,36,4299,Плеханова,2023,4,0,0,0,0,57.139058,65.474778
4700000,123684,7,1,7,38,7507,Рощино,2022,5,0,0,1,0,57.160209,65.424527
4700000,123684,6,1,1,38,7303,Рощино,2023,4,1,0,0,0,57.159439,65.427650
4700000,123684,4,1,2,38,2777,Заречный,2021,4,1,0,1,0,57.169243,65.541056
4700000,119289,2,1,5,39.4,4729,Плеханова,2015,7,1,0,0,0,57.133617,65.469550
4700000,116625,12,1,4,40.3,4864,Тюменский-2,2013,7,1,0,0,0,57.10382329,65.57480589
4700000,114634,4,1,2,41,7701,Рощино,2024,5,0,0,0,0,57.160844,65.421508
4700000,111905,10,0,6,42,2556,Дом Обороны,2009,7,0,0,0,0,57.15531334,65.50795326
4700000,108796,2,1,5,43.2,6899,Восточный-3,2013,3,1,0,1,0,57.095568,65.615188
4700000,106818,4,1,2,44,4745,Тюменская слобода,2021,4,1,0,0,0,57.115598,65.487358
4700000,106818,4,1,1,44,6314,Мыс,2019,5,1,0,1,0,57.166603,65.641102
4700000,105381,3,2,7,44.6,3483,5 Микрорайон,1988,3,1,0,1,0,57.11665857,65.5716705
4700000,98121,3,2,4,47.9,8035,Войновка,1994,7,1,0,1,0,57.09642118,65.64416481
4700000,94000,7,2,7,50,6948,Восточный-2,2011,7,2,0,0,0,57.097134,65.61996
4700000,94000,4,2,6,50,3094,Московский тракт,1992,7,1,0,1,0,57.129924,65.501485
4700000,94000,3,2,6,50,4791,Тюменский-2,2012,4,1,1,1,0,57.104004,65.572291
4700000,94000,3,1,4,50,4791,Тюменский-2,2012,4,1,0,1,0,57.104004,65.572291
4700000,94000,2,2,6,50,3207,Дом Обороны,2000,3,1,0,1,0,57.15262337,65.49431684
4700000,93439,10,1,2,50.3,5148,Дударева,2022,4,1,0,0,0,57.122263,65.470458
4700000,92157,16,2,5,51,4249,Тюменская слобода,2014,7,0,0,1,0,57.123077,65.48691
4700000,88679,2,2,6,53,7153,Мыс,2008,3,0,0,1,0,57.177074,65.646866
4700000,87037,7,2,4,54,2709,Южный мкр.,1982,3,0,0,1,0,57.12183307,65.528381
4700000,85299,2,2,4,55.1,776,Центр: Исторический,1953,7,0,0,1,0,57.151306,65.54336
4700000,82456,3,3,4,57,3319,КПД,1966,3,1,0,0,0,57.13122358,65.59427238
4700000,80756,5,3,5,58.2,5038,Дом Обороны,1988,7,1,0,1,0,57.15521082,65.46426819
4700000,79796,4,3,4,58.9,3719,Дом Обороны,1970,7,1,1,1,0,57.155308,65.48702
4700000,73438,7,3,2,64,3967,3 Микрорайон,1978,3,1,0,1,0,57.113477,65.5776
4700000,71104,8,3,5,66.1,3604,2-й Заречный мкр.,1983,3,1,0,1,0,57.17638,65.554245
4700000,110588,5,2,3,42.5,573,Центр: Городская администрация,1963,7,1,0,0,0,57.14823894,65.53879243
4700000,109557,2,1,2,42.9,5691,Дербыши,2023,4,1,0,0,0,57.121722,65.460883
4699000,113502,2,1,5,41.4,2501,Московский тракт,2005,7,1,0,1,0,57.13816937,65.50541103
4690000,80723,5,3,5,58.1,2966,КПД,1967,3,1,0,0,0,57.12815079,65.58390582
4690000,92323,8,2,1,50.8,6109,Тура,2013,3,1,1,1,0,57.14745281,65.64586262
4690000,93426,4,2,5,50.2,1924,Центр: Дом печати,1981,7,1,1,1,0,57.15851057,65.563451
4690000,92323,5,2,1,50.8,6109,Тура,2013,3,1,0,0,0,57.14745281,65.64586262
4690000,156333,4,0,4,30,2584,Заречный,2020,5,1,0,0,0,57.167489,65.540834
4690000,122454,7,1,2,38.3,5018,ДОК,2023,5,1,0,0,0,57.182222,65.500021
