price,price_per_meter,floor,rooms,repair_type,total_area,distance_to_center,district,house_build_year,house_type,balcony_number,bathroom_many,separate_bathroom,first_floor,geo_lat,geo_lon
7600000,90476,6,2,7,84,3367,Московский тракт,1999,7,1,0,1,0,57.130247,65.495961
7600000,89307,2,3,8,85.1,4494,Тюменский-2,2013,4,1,1,1,0,57.10661458,65.57114076
7600000,88475,8,3,7,85.9,6150,Тура,1997,3,1,0,1,0,57.149474,65.646258
7600000,88372,7,3,7,86,5842,Патрушева,2022,3,1,0,1,0,57.095057,65.512364
7600000,88372,7,3,2,86,5842,Патрушева,2022,3,0,0,1,0,57.095057,65.512364
7600000,87457,11,3,6,86.9,5299,Ново-Патрушево,2018,3,0,0,1,0,57.09830363,65.56675698
7600000,81720,4,3,7,93,4686,Плеханова,2015,3,1,0,1,0,57.134526,65.469865
7600000,70175,2,3,5,108.3,2896,Московский тракт,1993,7,1,0,1,0,57.132855,65.50224
7600000,95000,13,2,6,80,2499,Студгородок,2005,7,0,0,1,0,57.1487757,65.5855858
7599000,103247,1,3,6,73.6,7892,ММС - Мелиораторов,2010,7,1,0,1,1,57.20850598,65.60073126
7590000,112611,13,2,7,67.4,5920,МЖК,2014,7,1,1,1,0,57.101882,65.603750
7557000,138915,5,1,2,54.4,2478,Дом Обороны,2006,7,0,0,1,0,57.156417,65.51063
7555000,125917,7,2,7,60,4501,Дом Обороны,2019,7,1,0,0,0,57.169144,65.486297
7550000,90419,7,2,7,83.5,4482,Дударева,2016,3,1,0,1,0,57.11999617,65.48624098
7550000,120800,9,2,7,62.5,3072,Московский тракт,2017,7,1,0,1,0,57.13093048,65.50082064
7550000,117969,3,3,5,64,2947,Южный мкр.,2012,7,1,0,1,0,57.11953195,65.52845282
7550000,90964,14,2,4,83,6899,Восточный-3,2013,3,1,0,1,0,57.095568,65.615188
7550000,146602,7,1,2,51.5,5236,ДОК,2022,5,0,0,0,0,57.184031,65.498521
7520000,138235,4,0,2,54.4,2478,Дом Обороны,2006,7,1,0,0,0,57.156417,65.51063
7517000,116905,1,3,8,64.3,2893,Южный мкр.,2013,7,1,0,1,1,57.11993753,65.52901876
7500000,100000,4,3,7,75,4414,Тюменский-2,2009,4,2,0,1,0,57.10662436,65.56717919
7500000,163043,7,1,7,46,1068,Центр: Драмтеатр,2012,7,1,0,0,0,57.14569983,65.56257083
7500000,151822,17,1,7,49.4,4095,Воровского,2020,5,1,0,1,0,57.132681,65.609198
7500000,143678,8,2,7,52.2,3286,Тюменский-3,2016,7,1,0,1,0,57.114929,65.547632
7500000,141509,2,1,7,53,395,Центр: Драмтеатр,2007,7,0,0,0,0,57.1408935,65.5440734
7500000,140713,13,2,8,53.3,5411,Дударева,2021,4,1,0,1,0,57.119185,65.468724
7500000,136612,9,1,7,54.9,3644,Дом Обороны,2016,4,1,0,0,0,57.1620496,65.4943887
7500000,135599,6,1,1,55.31,5236,ДОК,2022,5,1,0,0,0,57.184031,65.498521
7500000,134892,2,2,7,55.6,5014,Дом Обороны,2022,5,1,1,0,0,57.172425,65.480240
7500000,133215,17,2,7,56.3,6333,Патрушева,2023,6,1,1,1,0,57.089433,65.518311
7500000,129983,9,2,6,57.7,6041,Мыс,2021,4,1,0,0,0,57.1655464,65.6370265
7500000,129310,5,2,8,58,4904,Ново-Патрушево,2020,3,1,0,0,0,57.101295,65.5616285
7500000,128535,7,2,2,58.35,5589,Комарово парк,2023,4,1,1,1,0,57.107397,65.482747
7500000,127119,14,2,7,59,4998,Ново-Патрушево,2019,3,1,0,1,0,57.100619,65.563218
7500000,127119,8,2,3,59,2840,Московский тракт,2022,7,0,0,1,0,57.139053,65.499231
7500000,125000,4,3,6,60,2907,Московский тракт,1988,3,0,0,1,0,57.1336611,65.50134166
7500000,125000,2,2,7,60,7462,Ново-Гилёвский,2021,5,0,0,1,0,57.140338,65.668132
7500000,122951,1,2,5,61,5910,Дом Обороны,2013,4,0,0,1,1,57.167657,65.457324
7500000,122549,15,2,7,61.2,3979,Тюменская слобода,2016,4,1,0,1,0,57.11690779,65.50312033
7500000,121556,16,2,6,61.7,4195,Тюменская слобода,2015,4,0,0,1,0,57.11500674,65.50178184
7500000,120968,7,2,7,62,3956,Тюменский-3,2012,3,1,1,1,0,57.1097136,65.5591752
7500000,120968,4,2,2,62,3997,Тюменская слобода,2023,6,1,0,1,0,57.119732,65.497156
7500000,120192,13,2,2,62.4,3388,1-й Заречный мкр.,2020,4,1,0,1,0,57.174826,65.54553
7500000,119048,1,2,7,63,4724,Дударева,2017,3,1,0,0,1,57.11820768,65.48374366
7500000,115385,17,2,6,65,4602,Югра,2017,5,1,0,0,0,57.184706,65.561883
7500000,115385,7,2,6,65,1610,Центр: Драмтеатр,2002,7,1,0,0,0,57.14278457,65.571527
7500000,113982,4,2,3,65.8,6318,Нефтяников,2015,7,1,0,1,0,57.20085183,65.55559092
7500000,111940,4,2,5,67,4746,Ново-Патрушево,2020,3,1,0,0,0,57.102538,65.559768
7500000,109489,15,3,7,68.5,7053,Мыс,2013,4,1,0,1,0,57.18017757,65.6412725
7500000,107143,2,3,6,70,2263,Московский тракт,2013,7,2,1,0,0,57.13795936,65.50965108
7500000,106383,10,2,7,70.5,4481,Плеханова,2018,7,1,0,1,0,57.13561007,65.472865
7500000,104167,8,3,8,72,3302,Московский тракт,2008,7,1,0,1,0,57.13031496,65.4971106
7500000,100000,8,3,7,75,5047,МЖК,2006,7,0,0,1,0,57.10523607,65.58702297
7500000,97529,7,3,5,76.9,1847,КПД,1986,7,2,0,0,0,57.13694307,65.5723445
7500000,96154,13,3,7,78,4936,Дударева,2016,7,1,0,1,0,57.118374,65.479117
7500000,94103,8,2,5,79.7,6456,Казачьи Луга,2007,7,1,0,1,0,57.1507,65.651118
7500000,93750,11,3,7,80,5354,МЖК,2006,7,1,0,1,0,57.102215,65.587481
7500000,93400,3,3,7,80.3,2493,Дом Обороны,2007,7,1,1,1,0,57.15481539,65.50863598
7500000,92593,10,3,5,81,8231,Войновка,2007,7,1,0,1,0,57.09374648,65.64404803
7500000,91463,2,3,5,82,3623,Дом Обороны,2000,7,1,0,1,0,57.15879877,65.49142426
7500000,90361,3,3,2,83,4821,ДОК,2021,5,1,1,1,0,57.181412,65.503758
7500000,86605,8,3,7,86.6,7041,Мыс,2018,7,2,1,1,0,57.176187,65.645685
7500000,85421,13,3,5,87.8,2598,Дом Обороны,2005,7,1,0,1,0,57.1566708,65.5085923
7500000,85227,11,3,3,88,2944,Студгородок,1991,7,2,0,1,0,57.151403,65.5920001
7500000,83333,6,3,8,90,7563,Мыс,2010,3,1,0,1,0,57.172542,65.658843
7500000,83333,1,3,7,90,4525,Плеханова,2015,3,1,0,1,1,57.13480898,65.47246981
7500000,83333,1,3,5,90,1782,Червишевский тракт,1999,7,1,0,0,1,57.13125289,65.52830909
7500000,82237,4,3,5,91.2,5987,Восточный,2001,7,1,0,1,0,57.103848,65.610002
7500000,80645,1,3,7,93,2398,Московский тракт,1996,3,1,0,1,1,57.138868,65.506812
7500000,76531,1,3,5,98,1680,Южный 2,2001,7,0,0,1,1,57.12936235,65.54293366
7500000,73529,13,2,8,102,4503,Тюменский-2,2010,7,2,0,0,0,57.1069195,65.5730005
7490000,163501,2,1,8,45.81,5593,Дударева,2022,5,1,0,0,0,57.117827,65.466721
7490000,84157,2,3,5,89,5385,Восточный,2000,3,1,0,0,0,57.107099,65.601666
7480000,156159,6,1,2,47.9,2934,КПД,2022,5,1,0,0,0,57.142360,65.593419
7470000,114923,7,2,7,65,3752,Тюменская слобода,2021,5,1,0,1,0,57.119557,65.503239
7465000,131890,9,2,7,56.6,5084,Ново-Патрушево,2019,3,0,0,1,0,57.099990,65.564547
7463000,143519,15,2,6,52,3520,Тюменская слобода,2019,5,0,0,1,0,57.121472,65.50508
7450000,71429,9,3,3,104.3,5359,МЖК,2005,7,0,0,0,0,57.101643,65.585693
7450000,102195,7,2,5,72.9,3383,Дом Обороны,2005,7,2,1,1,0,57.15831057,65.4954125
7450000,99069,2,3,7,75.2,145,Центр: Драмтеатр,1988,7,1,0,0,0,57.144606,65.547461
7450000,85632,9,3,2,87,5462,Дударева,2021,4,1,1,0,0,57.119420,65.467484
7450000,84563,11,3,5,88.1,2964,Студгородок,2000,7,2,0,1,0,57.15205207,65.5919995
7450000,77685,4,3,1,95.9,1835,Маяк,2014,7,1,0,1,0,57.14035737,65.51571471
7440000,106590,9,2,6,69.8,2604,Червишевский тракт,2007,7,1,0,1,0,57.12621107,65.5180775
7420000,110746,1,2,7,67,4664,Тюменский-1,2016,7,0,0,1,1,57.10713273,65.58022273
7420000,102345,6,2,2,72.5,4248,Воровского,2022,4,0,0,0,0,57.121764,65.601570
7400000,98667,2,2,8,75,2686,Южный 2,2008,7,1,0,1,0,57.12027958,65.54543996
7400000,154167,15,2,8,48,5195,Плеханова,2019,7,1,0,1,0,57.146390,65.459355
7400000,142035,5,1,1,52.1,2934,КПД,2022,5,1,0,1,0,57.142360,65.593419
7400000,141762,4,1,1,52.2,2934,КПД,2022,5,1,0,1,0,57.142360,65.593419
7400000,132143,10,2,7,56,4000,Плеханова,2019,4,0,0,0,0,57.143032,65.479066
7400000,131673,2,2,8,56.2,5202,Ново-Патрушево,2018,3,1,0,0,0,57.099164,65.566514
7400000,129825,3,1,6,57,4210,Тюменский-1,2009,7,0,0,1,0,57.10965494,65.57247027
7400000,118780,11,2,6,62.3,6747,Восточный-2,2013,7,1,0,1,0,57.10004908,65.62097929
7400000,114907,14,2,5,64.4,5627,МЖК,2014,4,0,0,1,0,57.09991219,65.58913401
7400000,108664,4,2,6,68.1,5019,Югра,2012,7,1,1,0,0,57.18709962,65.5716528
7400000,105714,9,2,7,70,7720,Войновка,2018,7,1,0,1,0,57.093005,65.630613
7400000,102635,10,3,6,72.1,7092,Мыс,2016,4,1,0,0,0,57.179748,65.642593
7400000,100000,9,3,7,74,5568,Дударева,2008,7,0,0,1,0,57.119390,65.465472
7400000,98667,4,3,6,75,2901,КПД,2015,7,1,0,1,0,57.14368795,65.59300575
7400000,98667,3,2,7,75,5592,Дударева,2009,7,1,0,1,0,57.11870612,65.46576838
7400000,97368,9,2,5,76,6507,Восточный-2,2008,7,1,0,1,0,57.09946,65.61374
7400000,92500,2,3,5,80,1410,Центр: Исторический,1981,7,2,0,1,0,57.15675807,65.550201
7400000,91925,6,3,6,80.5,7070,Мыс,2013,7,1,0,0,0,57.182051,65.639179
7400000,87470,14,3,7,84.6,7016,Восточный-2,2012,7,1,0,1,0,57.096773,65.620907
7400000,81858,4,3,5,90.4,6671,Восточный-2,2009,3,2,0,1,0,57.09925704,65.61748484
7390000,123167,6,2,6,60,5713,МЖК,2015,4,0,0,1,0,57.10008331,65.59261049
7350000,130319,11,2,8,56.4,6099,Ново-Патрушево,2022,3,1,0,0,0,57.092221,65.575659
7350000,122500,5,2,7,60,5751,Патрушева,2021,7,0,0,1,0,57.095658,65.513711
7350000,116482,18,2,7,63.1,3366,Дом Обороны,2017,4,1,0,0,0,57.15519129,65.49315801
7350000,109701,4,2,7,67,3061,Южный 2,2017,7,1,0,1,0,57.117006,65.540964
7350000,101801,9,2,5,72.2,3629,3 Микрорайон,2000,7,1,0,1,0,57.117460,65.578812
7350000,100273,3,3,4,73.3,1619,Центр: Драмтеатр,2007,7,1,0,0,0,57.151817,65.56811
7350000,89744,3,3,2,81.9,7409,Рощино,2022,6,1,1,1,0,57.159480,65.425873
7350000,82864,4,3,5,88.7,7691,Войновка,2010,7,2,1,1,0,57.09544807,65.6346605
7320000,105933,4,2,6,69.1,4416,Тюменский-2,2010,4,2,0,1,0,57.106952,65.569066
7315000,124405,16,2,5,58.8,3181,Студгородок,2019,5,0,0,1,0,57.156160,65.592988
7315000,106944,12,2,2,68.4,3414,Дом Обороны,2021,5,1,0,1,0,57.154041,65.491551
7310000,138447,4,2,5,52.8,6114,МЖК,2016,7,0,0,1,0,57.09731108,65.59699427
7300000,100968,2,1,5,72.3,5592,Дударева,2007,7,0,0,1,0,57.118706,65.46577
7300000,140385,4,1,4,52,6003,Тарманы,2007,7,1,0,0,0,57.184695,65.610999
7300000,124786,2,2,7,58.5,5593,Дударева,2022,5,1,1,1,0,57.117827,65.466721
7300000,124150,14,2,7,58.8,4889,Ново-Патрушево,2020,3,0,0,0,0,57.10170157,65.5638735
7300000,121667,3,3,6,60,2744,Студгородок,1983,3,2,0,1,0,57.15420007,65.5866905
7300000,115873,11,1,6,63,390,Центр: Драмтеатр,2008,7,1,0,0,0,57.14103,65.543335
7300000,114062,14,2,4,64,5607,Ново-Патрушево,2022,3,1,0,1,0,57.095458,65.566793
7300000,112654,9,2,7,64.8,7576,Войновка,2020,7,1,0,1,0,57.094853,65.630798
7300000,111963,3,3,7,65.2,3927,3 Микрорайон,1976,3,1,0,1,0,57.1164924,65.58473227
7300000,108793,1,3,7,67.1,6696,Тарманы,2017,7,1,0,0,1,57.18328516,65.62951329
7300000,103546,14,2,5,70.5,3629,3 Микрорайон,2000,7,1,0,1,0,57.117460,65.578812
7300000,101389,12,3,7,72,3242,Московский тракт,2008,7,1,1,1,0,57.13035892,65.49819756
7300000,100000,16,3,7,73,6461,Лесобаза,2022,3,1,1,1,0,57.157686,65.649016
7300000,99455,4,3,5,73.4,7892,ММС - Мелиораторов,2010,7,1,0,1,0,57.20850598,65.60073126
7300000,95052,6,3,6,76.8,3156,1-й Заречный мкр.,1993,3,1,0,1,0,57.17268843,65.54827863
7300000,94805,14,2,2,77,2523,6 Микрорайон,2015,7,2,0,1,0,57.124159,65.563828
7300000,90683,15,3,2,80.5,4821,ДОК,2021,5,1,1,1,0,57.181412,65.503758
7300000,74490,2,3,7,98,5884,Восточный,2004,3,2,0,1,0,57.10710307,65.6139005
7299000,120446,8,2,5,60.6,6747,Восточный-2,2013,7,1,0,1,0,57.10004908,65.62097929
7290000,105652,2,2,7,69,7169,Мыс,2007,7,1,0,1,0,57.18166057,65.6417215
7250000,129464,6,2,1,56,3997,Тюменская слобода,2023,6,1,0,1,0,57.119732,65.497156
7250000,122054,3,2,7,59.4,7757,Звездный городок,2016,4,1,0,0,0,57.178690,65.656687
7250000,114534,9,3,7,63.3,6546,Тарманы,2013,7,1,0,0,0,57.185666,65.622156
7250000,109187,5,2,7,66.4,4284,Плеханова,2016,3,1,0,1,0,57.13457457,65.476683
7250000,77128,6,3,6,94,3484,Московский тракт,2000,3,1,1,1,0,57.13197586,65.49228664
7250000,96667,2,2,4,75,4165,2 Микрорайон,2010,7,1,0,1,0,57.113966,65.585056
7250000,164027,15,1,2,44.2,2478,Дом Обороны,2006,7,1,0,0,0,57.156417,65.51063
7230000,87424,9,2,8,82.7,4482,Дударева,2016,3,0,0,1,0,57.11999617,65.48624098
7210000,156739,5,1,5,46,4395,Тюменская слобода,2020,5,1,0,0,0,57.118217,65.490786
7200000,169412,11,1,8,42.5,3203,Московский тракт,2023,7,1,0,1,0,57.130168,65.499123
7200000,116129,12,2,6,62,4847,Тюменский-2,2012,4,1,0,1,0,57.103652,65.573207
7200000,116129,2,1,7,62,3181,Студгородок,2019,5,0,0,0,0,57.156160,65.592988
7200000,112500,3,2,6,64,5165,МЖК,2005,3,0,0,1,0,57.102782,65.58272903
7200000,111111,3,3,7,64.8,2883,Южный 2,2003,3,1,0,1,0,57.118555,65.542368
7200000,109589,6,2,2,65.7,4248,Воровского,2022,4,0,0,0,0,57.121764,65.601570
7200000,109589,2,2,7,65.7,4746,Ново-Патрушево,2020,3,1,0,1,0,57.102538,65.559768
7200000,109091,4,2,2,66,7758,Рощино,2023,4,1,1,1,0,57.161435,65.420808
7200000,108434,10,2,2,66.4,4304,Воровского,2022,7,0,0,0,0,57.120412,65.600821
7200000,107463,5,2,6,67,4746,Ново-Патрушево,2019,3,0,0,1,0,57.102538,65.559768
7200000,105882,2,2,7,68,3557,3-й Заречный мкр.,2010,7,1,0,1,0,57.174515,65.56468
7200000,102857,5,3,6,70,2422,Студгородок,1998,7,1,0,1,0,57.14965002,65.58393277
7200000,98093,2,2,4,73.4,4225,Тюменский-1,2003,3,1,0,1,0,57.111209,65.578902
7200000,96128,1,3,4,74.9,3780,2-й Заречный мкр.,2007,7,1,0,1,1,57.17771396,65.55710907
7200000,96000,7,2,5,75,2934,Южный 2,2005,7,1,0,0,0,57.1180904,65.5425384
7200000,83721,8,3,7,86,2398,Московский тракт,1996,3,2,0,1,0,57.138868,65.506812
7200000,82759,11,3,7,87,4494,Тюменский-2,2013,4,2,0,0,0,57.10661458,65.57114076
7200000,156522,12,1,7,46,4340,Дом Обороны,2018,7,1,0,0,0,57.17053651,65.49189138
7200000,151261,8,1,2,47.6,2879,КПД,2016,5,1,0,0,0,57.140519,65.592112
7200000,141176,5,2,7,51,3816,3 Микрорайон,1975,3,1,0,1,0,57.117201,65.58342073
7200000,137143,6,2,5,52.5,6041,Мыс,2021,4,0,0,0,0,57.1655464,65.6370265
7200000,128571,13,2,8,56,6230,Ново-Патрушево,2023,3,1,0,0,0,57.090798,65.574554
7200000,124352,12,2,2,57.9,4064,Воровского,2022,4,0,1,1,0,57.123455,65.600052
7200000,123924,2,2,2,58.1,4183,Тюменская слобода,2021,5,1,0,0,0,57.119003,65.494199
7200000,120200,6,2,8,59.9,4531,Югра,2019,5,1,0,1,0,57.183681,65.564590
7200000,120000,12,2,7,60,7890,Звездный городок,2018,4,0,0,1,0,57.180187,65.657640
7200000,120000,9,2,5,60,3242,Московский тракт,2008,7,1,0,0,0,57.13035892,65.49819756
7200000,116505,9,2,2,61.8,5236,ДОК,2022,5,1,0,1,0,57.184031,65.498521
7190000,126140,12,2,7,57,4042,Воровского,2019,5,0,0,1,0,57.133013,65.608487
7170000,106222,14,2,7,67.5,5085,Ново-Патрушево,2018,3,1,0,1,0,57.099837,65.563418
7150000,100704,16,2,7,71,5770,СМП,2021,4,1,0,1,0,57.190085,65.590086
7150000,158889,1,1,8,45,4183,Тюменская слобода,2021,5,1,0,0,1,57.119003,65.494199
7150000,108663,8,3,6,65.8,4850,МЖК,1988,3,0,0,1,0,57.107117,65.58649
7150000,106716,14,2,7,67,4587,Дударева,2017,3,1,0,1,0,57.119165,65.485235
7120000,108207,14,2,7,65.8,6759,Восточный-3,2012,3,1,0,1,0,57.096338,65.613227
7120000,127143,3,2,7,56,7458,Звездный городок,2015,6,1,0,1,0,57.176582,65.653184
7120000,118667,9,2,2,60,2479,Центр: Дом печати,2022,5,0,0,1,0,57.160455,65.573470
7120000,116340,16,2,7,61.2,5125,МЖК,2015,7,1,0,1,0,57.10552,65.590374
7120000,105481,3,2,7,67.5,5592,Дударева,2009,7,0,0,1,0,57.118706,65.46577
7120000,97534,16,3,7,73,5853,Тура,2015,4,2,0,1,0,57.15004,65.64124
7110000,121331,10,2,6,58.6,3270,Тюменский-3,2014,4,1,0,1,0,57.11572026,65.55664195
7110000,134405,10,2,7,52.9,6114,МЖК,2016,7,1,0,0,0,57.097311,65.596994
7110000,113760,8,2,7,62.5,4182,Плеханова,2016,3,1,0,1,0,57.1336611,65.47890175
7110000,108219,8,2,2,65.7,4304,Воровского,2022,7,0,0,0,0,57.120412,65.600821
7100000,109231,3,2,7,65,4506,СМП,2012,7,1,0,0,0,57.18220709,65.5716528
7100000,177500,4,1,8,40,3671,КПД,2022,5,0,0,1,0,57.137627,65.604441
7100000,155022,9,1,7,45.8,1985,Центр: Дом печати,2008,7,1,0,0,0,57.160225,65.560180
7100000,142000,8,2,6,50,3411,Дом Обороны,2003,3,1,0,1,0,57.15897457,65.4955295
7100000,137331,12,1,2,51.7,5335,ДОК,2021,4,1,0,0,0,57.184753,65.497578
7100000,135238,14,1,2,52.5,3405,5-й Заречный мкр.,2022,7,1,0,0,0,57.167972,65.580944
7100000,131481,5,2,7,54,5565,МЖК,2013,7,1,0,1,0,57.099003,65.583502
7100000,131481,2,2,5,54,3656,3-й Заречный мкр.,2008,7,1,0,1,0,57.17506954,65.56664918
7100000,128623,3,2,6,55.2,7281,Ново-Гилёвский,2022,7,0,0,0,0,57.133949,65.663802
7100000,128391,9,2,7,55.3,3995,Тюменская слобода,2016,4,0,0,1,0,57.117377,65.501701
7100000,124343,16,2,6,57.1,3596,Тюменский-3,2013,4,1,0,1,0,57.114093,65.565607
7100000,122414,2,2,6,58,5148,Дударева,2022,4,1,0,0,0,57.122263,65.470458
7100000,118333,17,2,7,60,3411,Тюменский-3,2014,4,0,0,1,0,57.1151064,65.561568
7100000,117745,9,3,5,60.3,4929,Югра,2006,7,1,0,1,0,57.18673,65.56893
7100000,116969,8,2,7,60.7,5244,МЖК,2014,7,1,0,1,0,57.104992,65.592476
7100000,112164,10,2,7,63.3,5671,Тарманы,2019,7,1,0,1,0,57.181539,65.609220
7100000,110938,1,2,4,64,3387,Дом Обороны,2016,5,1,0,1,1,57.155802,65.493225
7100000,107739,2,3,5,65.9,685,Центр: Городская администрация,1960,7,0,0,1,0,57.14927,65.538185
7100000,107739,2,3,4,65.9,3147,КПД,1993,3,1,0,1,0,57.137173,65.59535
7100000,107576,5,3,4,66,3326,1-й Заречный мкр.,1985,3,1,0,1,0,57.17425007,65.543365
7100000,107251,10,2,6,66.2,5549,МЖК,2011,3,1,0,1,0,57.103794,65.598198
7100000,106767,8,2,7,66.5,7041,Мыс,2018,7,1,0,1,0,57.176187,65.645685
7100000,105970,7,2,8,67,5085,Ново-Патрушево,2018,3,0,0,0,0,57.099837,65.563418
7100000,105970,1,2,5,67,4746,Ново-Патрушево,2020,3,0,0,1,1,57.102538,65.559768
7100000,104874,11,2,5,67.7,3365,Маяк,2013,7,1,1,1,0,57.14772625,65.48984323
7100000,101429,1,2,6,70,5590,Ново-Патрушево,2022,3,1,0,1,1,57.095854,65.56859
7100000,91026,18,2,6,78,7615,ММС - Мелиораторов,2016,3,1,1,1,0,57.20533707,65.6022315
7100000,88750,2,3,2,80,7220,Ново-Гилёвский,2022,7,1,1,1,0,57.133715,65.662715
7100000,84223,13,3,7,84.3,4388,Тюменский-2,2012,4,1,1,1,0,57.10659,65.565506
7100000,81609,7,2,7,87,5784,Восточный,2006,7,1,0,1,0,57.10763132,65.61254411
7100000,77342,4,3,5,91.8,3196,Московский тракт,2001,3,1,0,1,0,57.133246,65.496464
7100000,71717,11,3,7,99,1853,Южный 2,2006,7,0,0,0,0,57.12783813,65.54209823
7100000,71573,4,3,2,99.2,5655,Дударева,2000,7,1,1,0,0,57.1189326,65.4643117
7090000,107587,5,2,7,65.9,4012,Тюменский-1,2007,7,1,0,1,0,57.111217,65.5709
7060000,76739,4,3,7,92,2316,Московский тракт,2000,3,1,0,1,0,57.13875057,65.50828564
7060000,162299,2,1,7,43.5,3469,5-й Заречный мкр.,2023,6,1,0,0,0,57.167813,65.582909
7050000,99858,7,3,7,70.6,1681,Южный 2,1995,3,1,0,0,0,57.129646,65.539246
7050000,79932,7,3,2,88.2,2594,Заречный,2020,5,1,0,1,0,57.167628,65.541775
7050000,77558,8,3,7,90.9,7910,ММС - Мелиораторов,2014,7,2,1,1,0,57.20941,65.597786
7050000,139881,7,2,6,50.4,6581,Тура,2008,7,1,0,0,0,57.14978185,65.65336356
7050000,128182,14,1,1,55,1516,Центр: Драмтеатр,2015,4,1,0,1,0,57.13500436,65.56320863
7049900,82359,13,3,5,85.6,4341,Плеханова,2016,3,1,0,1,0,57.133212,65.476413
7010000,120862,2,2,8,58,6471,Тарманы,2011,4,1,0,1,0,57.18248514,65.62586613
7010000,104627,10,3,7,67,3423,Дом Обороны,2005,3,1,0,1,0,57.15791507,65.494308
7010000,109190,4,2,2,64.2,4991,Дударева,2022,4,1,0,1,0,57.124912,65.470880
7000000,122807,15,2,7,57,5195,Плеханова,2019,7,1,0,0,0,57.146390,65.459355
7000000,122164,4,2,7,57.3,6587,Тарманы,2017,7,1,0,1,0,57.18507537,65.62414136
7000000,121107,9,1,2,57.8,5691,Дербыши,2023,4,1,0,0,0,57.121722,65.460883
7000000,121107,1,2,4,57.8,7250,Мыс,2011,7,1,0,1,1,57.174538,65.651306
7000000,118644,4,3,3,59,4510,Воровского,1973,7,1,0,1,0,57.12283022,65.6081244
7000000,118644,2,2,4,59,2660,Заречный,2021,5,1,1,1,0,57.168204,65.541460
7000000,116667,6,2,2,60,7758,Рощино,2023,4,1,1,1,0,57.161435,65.420808
7000000,116667,2,2,8,60,5601,Югра,2018,4,1,0,1,0,57.1905912,65.581722
7000000,116667,2,2,7,60,2259,Дом Обороны,2020,7,0,0,0,0,57.151173,65.509921
7000000,114754,1,2,7,61,7538,Ново-Гилёвский,2021,5,1,0,0,1,57.140328,65.669381
7000000,111821,12,2,7,62.6,4311,Дом Обороны,2016,7,1,0,1,0,57.168946,65.490005
7000000,111111,8,2,2,63,4299,Плеханова,2023,4,0,0,1,0,57.139058,65.474778
7000000,111111,4,2,7,63,7409,Рощино,2022,6,1,1,1,0,57.159480,65.425873
7000000,109375,6,2,6,64,5901,Восточный,2004,3,0,0,1,0,57.10737707,65.61479
7000000,108865,4,2,2,64.3,5198,Дударева,2023,7,1,0,1,0,57.120133,65.471778
7000000,106061,2,3,5,66,3484,5 Микрорайон,1986,3,1,0,0,0,57.11751857,65.5745185
7000000,106061,2,3,4,66,1450,Центр: Исторический,1980,7,1,0,0,0,57.155514,65.557594
7000000,105581,7,2,7,66.3,4482,Дударева,2016,3,1,0,1,0,57.11999617,65.48624098
7000000,103397,4,2,7,67.7,8222,Лесобаза,2021,5,1,1,0,0,57.160979,65.677479
7000000,175000,12,1,7,40,7787,Звездный городок,2022,5,0,0,0,0,57.175967,65.659921
7000000,175000,5,1,7,40,5236,ДОК,2022,5,0,0,0,0,57.184031,65.498521
7000000,159091,4,1,7,44,3405,5-й Заречный мкр.,2022,7,1,0,1,0,57.167972,65.580944
7000000,147368,14,2,4,47.5,2676,Студгородок,2009,7,1,0,0,0,57.154453,65.58525
7000000,145833,17,1,8,48,3306,Тюменский-3,2013,4,1,0,1,0,57.11533,65.55613
7000000,137255,1,2,3,51,5715,Югра,2009,7,1,0,1,1,57.191831,65.581157
7000000,134100,2,2,7,52.2,4112,Тюменская слобода,2014,7,1,0,1,0,57.122307,65.490697
7000000,132576,13,2,7,52.8,6648,Тарманы,2019,7,0,0,1,0,57.189562,65.616959
7000000,132075,2,1,2,53,5435,Дударева,2022,7,0,0,0,0,57.11769,65.46999
7000000,129870,13,3,7,53.9,7757,Звездный городок,2016,4,0,0,1,0,57.178690,65.656687
7000000,126812,9,2,8,55.2,6587,Тарманы,2017,7,1,0,0,0,57.185075,65.624141
7000000,90439,3,3,7,77.4,6552,Тура,2013,3,1,1,1,0,57.14627,65.65328
7000000,84337,10,2,4,83,7974,ММС - Мелиораторов,2011,7,0,0,1,0,57.20815987,65.60510606
7000000,81585,9,3,4,85.8,3852,Московский тракт,1995,3,1,0,1,0,57.129484,65.487705
7000000,80552,8,3,6,86.9,7974,ММС - Мелиораторов,2011,7,1,0,1,0,57.20815987,65.60510606
7000000,103245,1,3,7,67.8,6718,Тарманы,2016,7,1,0,0,1,57.18324613,65.63005228
7000000,101892,10,3,6,68.7,2362,6 Микрорайон,1995,7,1,0,1,0,57.12367557,65.553399
7000000,101449,3,2,6,69,3855,Тюменский-3,2011,3,0,0,1,0,57.11035879,65.55668687
7000000,99150,4,2,1,70.6,5890,Ново-Патрушево,2018,3,1,0,0,0,57.09280257,65.5664875
7000000,96819,10,3,4,72.3,3499,2-й Заречный мкр.,2008,7,1,0,1,0,57.175235,65.556175
7000000,94980,2,3,7,73.7,5770,Югра,1994,7,1,0,0,0,57.19105,65.5866
7000000,94595,10,3,5,74,5165,МЖК,2013,7,0,0,1,0,57.101350,65.576809
6999000,80448,2,3,5,87,2177,Южный 2,1996,7,1,0,1,0,57.12514127,65.55125206
